ID,OID,Sign_Name,List,Number,Source
c-o0000087-LAK795,o0000087,A,LAK,795,osl
c-o0000087-ASY311,o0000087,A,ASY,311,osl
c-o0000087-ABZL470,o0000087,A,ABZL,470,osl
c-o0000087-BAU416,o0000087,A,BAU,416,osl
c-o0000087-ELLES393,o0000087,A,ELLES,393,osl
c-o0000087-GCSL324,o0000087,A,GCSL,324,osl
c-o0000087-KWU901,o0000087,A,KWU,901,osl
c-o0000087-MZL839,o0000087,A,MZL,839,osl
c-o0000087-PTACE328,o0000087,A,PTACE,328,osl
c-o0000087-RSP051,o0000087,A,RSP,051,osl
c-o0000087-SYA274,o0000087,A,SYA,274,osl
c-o0000656-ASY315,o0000656,|A.A|,ASY,315,osl
c-o0000656-SYA277,o0000656,|A.A|,SYA,277,osl
c-o0000655-ASY312,o0000655,|A.AN|,ASY,312,osl
c-o0000655-KWU902,o0000655,|A.AN|,KWU,902,osl
c-o0000655-RSP053,o0000655,|A.AN|,RSP,053,osl
c-o0000655-SYA275,o0000655,|A.AN|,SYA,275,osl
c-o0000124-LAK232,o0000124,BU,LAK,232,osl
c-o0000124-ASY213,o0000124,BU,ASY,213,osl
c-o0000124-ABZL265,o0000124,BU,ABZL,265,osl
c-o0000124-BAU148,o0000124,BU,BAU,148,osl
c-o0000124-ELLES131,o0000124,BU,ELLES,131,osl
c-o0000124-GCSL115,o0000124,BU,GCSL,115,osl
c-o0000124-HZL339,o0000124,BU,HZL,339,osl
c-o0000124-KWU385,o0000124,BU,KWU,385,osl
c-o0000124-MZL580,o0000124,BU,MZL,580,osl
c-o0000124-PTACE123,o0000124,BU,PTACE,123,osl
c-o0000124-RSP335,o0000124,BU,RSP,335,osl
c-o0000124-SLLHA371,o0000124,BU,SLLHA,371,osl
c-o0000685-ASY313,o0000685,|A.IGI|,ASY,313,osl
c-o0000685-KWU903,o0000685,|A.IGI|,KWU,903,osl
c-o0000685-RSP052,o0000685,|A.IGI|,RSP,052,osl
c-o0000685-SYA276,o0000685,|A.IGI|,SYA,276,osl
c-o0000697-ASY314,o0000697,|A.LAGAB×HAL|,ASY,314,osl
c-o0000697-KWU904,o0000697,|A.LAGAB×HAL|,KWU,904,osl
c-o0000697-RSP054,o0000697,|A.LAGAB×HAL|,RSP,054,osl
c-o0031749-PTACE252,o0031749,|GISAL.A|,PTACE,252,osl
c-o0000531-LAK293,o0000531,SU,LAK,293,osl
c-o0000531-ASY006,o0000531,SU,ASY,006,osl
c-o0000531-BAU226,o0000531,SU,BAU,226,osl
c-o0000531-ELLES172,o0000531,SU,ELLES,172,osl
c-o0000531-GCSL137,o0000531,SU,GCSL,137,osl
c-o0000531-MZL016,o0000531,SU,MZL,016,osl
c-o0000531-PTACE120,o0000531,SU,PTACE,120,osl
c-o0000531-RSP143,o0000531,SU,RSP,143,osl
c-o0000723-ELLES123,o0000723,|A.TU.GABA.LIŠ|,ELLES,123,osl
c-o0000723-RSP055,o0000723,|A.TU.GABA.LIŠ|,RSP,055,osl
c-o0000105-LAK212,o0000105,ASAL₂~a,LAK,212,osl
c-o0000105-BAU134,o0000105,ASAL₂~a,BAU,134,osl
c-o0000105-PTACE049,o0000105,ASAL₂~a,PTACE,049,osl
c-o0000845-MZL845,o0000845,|A×A|,MZL,845,osl
c-o0000845-SLLHA583,o0000845,|A×A|,SLLHA,583,osl
c-o0027203-BAU417a,o0027203,|A×AN|,BAU,417a,osl
c-o0000846-LAK800,o0000846,|A×BAD|,LAK,800,osl
c-o0000846-MZL840,o0000846,|A×BAD|,MZL,840,osl
c-o0000846-SLLHA580,o0000846,|A×BAD|,SLLHA,580,osl
c-o0000848-LAK796,o0000848,|A×HA|,LAK,796,osl
c-o0000848-ABZL471,o0000848,|A×HA|,ABZL,471,osl
c-o0000848-ELLES394,o0000848,|A×HA|,ELLES,394,osl
c-o0000848-KWU907,o0000848,|A×HA|,KWU,907,osl
c-o0000848-MZL846,o0000848,|A×HA|,MZL,846,osl
c-o0000848-PTACE329,o0000848,|A×HA|,PTACE,329,osl
c-o0000848-RSP183-a,o0000848,|A×HA|,RSP,183^a,osl
c-o0000849-MZL844,o0000849,|A×IGI|,MZL,844,osl
c-o0000849-SLLHA581,o0000849,|A×IGI|,SLLHA,581,osl
c-o0000850-MZL843,o0000850,|A×LAGAR@g|,MZL,843,osl
c-o0000850-SLLHA582,o0000850,|A×LAGAR@g|,SLLHA,582,osl
c-o0000851-KWU905,o0000851,|A×MUŠ|,KWU,905,osl
c-o0000851-MZL842,o0000851,|A×MUŠ|,MZL,842,osl
c-o0000851-SLLHA580a,o0000851,|A×MUŠ|,SLLHA,580a,osl
c-o0000852-MZL841,o0000852,|A×SAG|,MZL,841,osl
c-o0000852-SLLHA585,o0000852,|A×SAG|,SLLHA,585,osl
c-o0000112-LAK144,o0000112,A₂,LAK,144,osl
c-o0000112-ASY187,o0000112,A₂,ASY,187,osl
c-o0000112-ABZL230,o0000112,A₂,ABZL,230,osl
c-o0000112-BAU102,o0000112,A₂,BAU,102,osl
c-o0000112-ELLES078,o0000112,A₂,ELLES,078,osl
c-o0000112-GCSL088,o0000112,A₂,GCSL,088,osl
c-o0000112-HZL215,o0000112,A₂,HZL,215,osl
c-o0000112-KWU326,o0000112,A₂,KWU,326,osl
c-o0000112-MZL560,o0000112,A₂,MZL,560,osl
c-o0000112-PTACE089,o0000112,A₂,PTACE,089,osl
c-o0000112-RSP420,o0000112,A₂,RSP,420,osl
c-o0000112-SLLHA334,o0000112,A₂,SLLHA,334,osl
c-o0000112-SYA162,o0000112,A₂,SYA,162,osl
c-o0000132-LAK143,o0000132,DA,LAK,143,osl
c-o0000132-ASY191,o0000132,DA,ASY,191,osl
c-o0000132-BAU097,o0000132,DA,BAU,097,osl
c-o0000132-BAU101,o0000132,DA,BAU,101,osl
c-o0000132-ELLES077,o0000132,DA,ELLES,077,osl
c-o0000132-GCSL087,o0000132,DA,GCSL,087,osl
c-o0000132-PTACE088,o0000132,DA,PTACE,088,osl
c-o0000132-RSP419,o0000132,DA,RSP,419,osl
c-o0038412-ASY187a,o0038412,|A₂.HU|,ASY,187a,osl
c-o0000088-LAK536,o0000088,AB,LAK,536,osl
c-o0000088-ASY093,o0000088,AB,ASY,093,osl
c-o0000088-ABZL125,o0000088,AB,ABZL,125,osl
c-o0000088-BAU333,o0000088,AB,BAU,333,osl
c-o0000088-ELLES285,o0000088,AB,ELLES,285,osl
c-o0000088-GCSL251,o0000088,AB,GCSL,251,osl
c-o0000088-HZL097,o0000088,AB,HZL,097,osl
c-o0000088-KWU821,o0000088,AB,KWU,821,osl
c-o0000088-MZL223,o0000088,AB,MZL,223,osl
c-o0000088-PTACE240,o0000088,AB,PTACE,240,osl
c-o0000088-RSP223,o0000088,AB,RSP,223,osl
c-o0000088-SLLHA128,o0000088,AB,SLLHA,128,osl
c-o0000088-SYA081,o0000088,AB,SYA,081,osl
c-o0000744-ABZL130,o0000744,|AB×A|,ABZL,130,osl
c-o0000745-LAK540,o0000745,|AB×AŠ₂|,LAK,540,osl
c-o0000745-ABZL127,o0000745,|AB×AŠ₂|,ABZL,127,osl
c-o0000745-MZL227,o0000745,|AB×AŠ₂|,MZL,227,osl
c-o0000745-PTACE241,o0000745,|AB×AŠ₂|,PTACE,241,osl
c-o0000745-RSP225,o0000745,|AB×AŠ₂|,RSP,225,osl
c-o0000745-SLLHA200an,o0000745,|AB×AŠ₂|,SLLHA,200an,osl
c-o0000753-LAK541,o0000753,|AB×NUN@t|,LAK,541,osl
c-o0000746-MZL235,o0000746,|AB×DUN₃@g|,MZL,235,osl
c-o0000746-SLLHA199,o0000746,|AB×DUN₃@g|,SLLHA,199,osl
c-o0000747-ABZL128,o0000747,|AB×GAL|,ABZL,128,osl
c-o0000747-MZL228,o0000747,|AB×GAL|,MZL,228,osl
c-o0000747-SLLHA194,o0000747,|AB×GAL|,SLLHA,194,osl
c-o0000748-MZL225,o0000748,|AB×GAN₂@t|,MZL,225,osl
c-o0000748-SLLHA198,o0000748,|AB×GAN₂@t|,SLLHA,198,osl
c-o0000749-LAK543,o0000749,|AB×HA|,LAK,543,osl
c-o0000749-ABZL131,o0000749,|AB×HA|,ABZL,131,osl
c-o0000749-BAU334bis,o0000749,|AB×HA|,BAU,334bis,osl
c-o0000749-GCSL253,o0000749,|AB×HA|,GCSL,253,osl
c-o0000749-KWU829,o0000749,|AB×HA|,KWU,829,osl
c-o0000749-MZL236,o0000749,|AB×HA|,MZL,236,osl
c-o0000749-RSP226,o0000749,|AB×HA|,RSP,226,osl
c-o0000749-SLLHA200v,o0000749,|AB×HA|,SLLHA,200v,osl
c-o0000750-MZL229,o0000750,|AB×IGI@g|,MZL,229,osl
c-o0000750-SLLHA196,o0000750,|AB×IGI@g|,SLLHA,196,osl
c-o0000751-MZL237,o0000751,|AB×IMIN|,MZL,237,osl
c-o0000751-SLLHA200d,o0000751,|AB×IMIN|,SLLHA,200d,osl
c-o0000752-MZL234,o0000752,|AB×LAGAB|,MZL,234,osl
c-o0000752-SLLHA198a,o0000752,|AB×LAGAB|,SLLHA,198a,osl
c-o0000754-MZL224,o0000754,|AB×NUN|,MZL,224,osl
c-o0000753-LAK541-2,o0000753,|AB×NUN@t|,LAK,541,osl
c-o0000755-MZL226,o0000755,|AB×ŠEŠ|,MZL,226,osl
c-o0000755-SLLHA200c,o0000755,|AB×ŠEŠ|,SLLHA,200c,osl
c-o0000756-LAK542,o0000756,|AB×ŠU₂|,LAK,542,osl
c-o0025711-REC349,o0025711,|AB×U|,REC,349,osl
c-o0000089-LAK537,o0000089,AB@g,LAK,537,osl
c-o0000089-ABZL129,o0000089,AB@g,ABZL,129,osl
c-o0000089-BAU334,o0000089,AB@g,BAU,334,osl
c-o0000089-BAU335,o0000089,AB@g,BAU,335,osl
c-o0000089-ELLES286,o0000089,AB@g,ELLES,286,osl
c-o0000089-HZL111,o0000089,AB@g,HZL,111,osl
c-o0000089-KWU826,o0000089,AB@g,KWU,826,osl
c-o0000089-MZL232,o0000089,AB@g,MZL,232,osl
c-o0000089-RSP224,o0000089,AB@g,RSP,224,osl
c-o0000089-SLLHA195,o0000089,AB@g,SLLHA,195,osl
c-o0000088-LAK536-2,o0000088,AB,LAK,536,osl
c-o0000088-ASY093-2,o0000088,AB,ASY,093,osl
c-o0000088-BAU333-2,o0000088,AB,BAU,333,osl
c-o0000088-ELLES285-2,o0000088,AB,ELLES,285,osl
c-o0000088-GCSL251-2,o0000088,AB,GCSL,251,osl
c-o0000088-PTACE240-2,o0000088,AB,PTACE,240,osl
c-o0000088-RSP223-2,o0000088,AB,RSP,223,osl
c-o0000462-ASY189,o0000462,MURUB₄,ASY,189,osl
c-o0000090-LAK403,o0000090,AB₂,LAK,403,osl
c-o0000090-ASY244,o0000090,AB₂,ASY,244,osl
c-o0000090-ABZL352,o0000090,AB₂,ABZL,352,osl
c-o0000090-BAU177,o0000090,AB₂,BAU,177,osl
c-o0000090-BAU178,o0000090,AB₂,BAU,178,osl
c-o0000090-ELLES218,o0000090,AB₂,ELLES,218,osl
c-o0000090-GCSL204,o0000090,AB₂,GCSL,204,osl
c-o0000090-HZL277,o0000090,AB₂,HZL,277,osl
c-o0000090-KWU515,o0000090,AB₂,KWU,515,osl
c-o0000090-MZL672,o0000090,AB₂,MZL,672,osl
c-o0000090-PTACE155,o0000090,AB₂,PTACE,155,osl
c-o0000090-RSP159,o0000090,AB₂,RSP,159,osl
c-o0000090-SLLHA420,o0000090,AB₂,SLLHA,420,osl
c-o0000090-SYA215,o0000090,AB₂,SYA,215,osl
c-o0000758-RSP160,o0000758,|AB₂.KU|,RSP,160,osl
c-o0000759-KWU516,o0000759,|AB₂.LU|,KWU,516,osl
c-o0000763-LAK404,o0000763,|AB₂.ŠA₃|,LAK,404,osl
c-o0000763-GCSL205,o0000763,|AB₂.ŠA₃|,GCSL,205,osl
c-o0000763-RSP161,o0000763,|AB₂.ŠA₃|,RSP,161,osl
c-o0000365-LAK386,o0000365,LAK386,LAK,386,osl
c-o0000762-RSP162,o0000762,|AB₂.ŠA₃.GI|,RSP,162,osl
c-o0027588-LAK405,o0027588,|(AB₂.ŠA₃)&(AB₂.ŠA₃)|,LAK,405,osl
c-o0032011-HZL284,o0032011,|AB₂×A|,HZL,284,osl
c-o0032011-MZL680,o0032011,|AB₂×A|,MZL,680,osl
c-o0032011-SLLHA426a,o0032011,|AB₂×A|,SLLHA,426a,osl
c-o0000765-MZL676,o0000765,|AB₂×BALAG|,MZL,676,osl
c-o0000765-SLLHA422,o0000765,|AB₂×BALAG|,SLLHA,422,osl
c-o0000767-ASY245,o0000767,|AB₂×GAN₂@t|,ASY,245,osl
c-o0000767-ABZL354,o0000767,|AB₂×GAN₂@t|,ABZL,354,osl
c-o0000767-MZL674,o0000767,|AB₂×GAN₂@t|,MZL,674,osl
c-o0000767-SLLHA423,o0000767,|AB₂×GAN₂@t|,SLLHA,423,osl
c-o0000770-LAK406,o0000770,|AB₂×TAK₄|,LAK,406,osl
c-o0000764-MZL679,o0000764,|AB₂×(ME.EN)|,MZL,679,osl
c-o0000764-SLLHA426,o0000764,|AB₂×(ME.EN)|,SLLHA,426,osl
c-o0000771-ASY246,o0000771,|AB₂×ŠA₃|,ASY,246,osl
c-o0000771-ABZL353,o0000771,|AB₂×ŠA₃|,ABZL,353,osl
c-o0000771-BAU171,o0000771,|AB₂×ŠA₃|,BAU,171,osl
c-o0000771-KWU517,o0000771,|AB₂×ŠA₃|,KWU,517,osl
c-o0000771-MZL677,o0000771,|AB₂×ŠA₃|,MZL,677,osl
c-o0000771-SLLHA424,o0000771,|AB₂×ŠA₃|,SLLHA,424,osl
c-o0000771-SYA216,o0000771,|AB₂×ŠA₃|,SYA,216,osl
c-o0000770-LAK406-2,o0000770,|AB₂×TAK₄|,LAK,406,osl
c-o0000770-KWU518,o0000770,|AB₂×TAK₄|,KWU,518,osl
c-o0000770-MZL673,o0000770,|AB₂×TAK₄|,MZL,673,osl
c-o0000770-SLLHA420_8,o0000770,|AB₂×TAK₄|,SLLHA,420_8,osl
c-o0223365-RSP163,o0223365,|AB₂.TAK₄|,RSP,163,osl
c-o0000092-LAK635,o0000092,AD,LAK,635,osl
c-o0000092-ASY108,o0000092,AD,ASY,108,osl
c-o0000092-ABZL132,o0000092,AD,ABZL,132,osl
c-o0000092-BAU311,o0000092,AD,BAU,311,osl
c-o0000092-ELLES311,o0000092,AD,ELLES,311,osl
c-o0000092-GCSL270,o0000092,AD,GCSL,270,osl
c-o0000092-HZL105,o0000092,AD,HZL,105,osl
c-o0000092-KWU827,o0000092,AD,KWU,827,osl
c-o0000092-MZL258,o0000092,AD,MZL,258,osl
c-o0000092-PTACE249,o0000092,AD,PTACE,249,osl
c-o0000092-RSP227,o0000092,AD,RSP,227,osl
c-o0000092-SLLHA145,o0000092,AD,SLLHA,145,osl
c-o0000092-SYA095,o0000092,AD,SYA,095,osl
c-o0000773-RSP228,o0000773,|AD.KID|,RSP,228,osl
c-o0000093-LAK087,o0000093,AK,LAK,087,osl
c-o0000093-ASY070,o0000093,AK,ASY,070,osl
c-o0000093-ABZL052,o0000093,AK,ABZL,052,osl
c-o0000093-BAU062,o0000093,AK,BAU,062,osl
c-o0000093-ELLES053,o0000093,AK,ELLES,053,osl
c-o0000093-GCSL045,o0000093,AK,GCSL,045,osl
c-o0000093-KWU073,o0000093,AK,KWU,073,osl
c-o0000093-MZL127,o0000093,AK,MZL,127,osl
c-o0000093-PTACE068,o0000093,AK,PTACE,068,osl
c-o0000093-RSP273,o0000093,AK,RSP,273,osl
c-o0000093-SYA061,o0000093,AK,SYA,061,osl
c-o0000777-ABZL053,o0000777,|AK×ERIN₂|,ABZL,053,osl
c-o0000777-GCSL006,o0000777,|AK×ERIN₂|,GCSL,006,osl
c-o0000777-GCSL036,o0000777,|AK×ERIN₂|,GCSL,036,osl
c-o0000777-HZL082,o0000777,|AK×ERIN₂|,HZL,082,osl
c-o0000777-KWU072,o0000777,|AK×ERIN₂|,KWU,072,osl
c-o0000777-MZL129,o0000777,|AK×ERIN₂|,MZL,129,osl
c-o0000777-RSP383,o0000777,|AK×ERIN₂|,RSP,383,osl
c-o0000777-SLLHA098,o0000777,|AK×ERIN₂|,SLLHA,098,osl
c-o0000093-LAK087-2,o0000093,AK,LAK,087,osl
c-o0000093-ASY070-2,o0000093,AK,ASY,070,osl
c-o0000093-BAU062-2,o0000093,AK,BAU,062,osl
c-o0000093-ELLES053-2,o0000093,AK,ELLES,053,osl
c-o0000093-GCSL045-2,o0000093,AK,GCSL,045,osl
c-o0000093-KWU073-2,o0000093,AK,KWU,073,osl
c-o0000093-MZL127-2,o0000093,AK,MZL,127,osl
c-o0000093-PTACE068-2,o0000093,AK,PTACE,068,osl
c-o0000093-RSP273-2,o0000093,AK,RSP,273,osl
c-o0000386-LAK493,o0000386,LAK493,LAK,493,osl
c-o0000386-ELLES255,o0000386,LAK493,ELLES,255,osl
c-o0000386-PTACE144,o0000386,LAK493,PTACE,144,osl
c-o0000094-LAK515,o0000094,AL,LAK,515,osl
c-o0000094-ASY160,o0000094,AL,ASY,160,osl
c-o0000094-ABZL108,o0000094,AL,ABZL,108,osl
c-o0000094-BAU310,o0000094,AL,BAU,310,osl
c-o0000094-ELLES065a,o0000094,AL,ELLES,065a,osl
c-o0000094-ELLES269,o0000094,AL,ELLES,269,osl
c-o0000094-GCSL271,o0000094,AL,GCSL,271,osl
c-o0000094-HZL183,o0000094,AL,HZL,183,osl
c-o0000094-KWU773,o0000094,AL,KWU,773,osl
c-o0000094-MZL474,o0000094,AL,MZL,474,osl
c-o0000094-PTACE079,o0000094,AL,PTACE,079,osl
c-o0000094-RSP399,o0000094,AL,RSP,399,osl
c-o0000094-SLLHA298,o0000094,AL,SLLHA,298,osl
c-o0000094-SYA138,o0000094,AL,SYA,138,osl
c-o0000782-MZL478,o0000782,|AL×AL|,MZL,478,osl
c-o0000782-SLLHA301n,o0000782,|AL×AL|,SLLHA,301n,osl
c-o0000783-MZL480,o0000783,|AL×DIM₂|,MZL,480,osl
c-o0000783-SLLHA302,o0000783,|AL×DIM₂|,SLLHA,302,osl
c-o0000784-MZL477,o0000784,|AL×GIŠ|,MZL,477,osl
c-o0000784-SLLHA301,o0000784,|AL×GIŠ|,SLLHA,301,osl
c-o0000785-MZL482,o0000785,|AL×HA|,MZL,482,osl
c-o0000785-SLLHA305,o0000785,|AL×HA|,SLLHA,305,osl
c-o0000786-SLLHA299n,o0000786,|AL×KAD₃|,SLLHA,299n,osl
c-o0000787-MZL481,o0000787,|AL×KI|,MZL,481,osl
c-o0000787-SLLHA303,o0000787,|AL×KI|,SLLHA,303,osl
c-o0000790-MZL479,o0000790,|AL×ŠE|,MZL,479,osl
c-o0000790-SLLHA304,o0000790,|AL×ŠE|,SLLHA,304,osl
c-o0000789-MZL476,o0000789,|AL×UŠ|,MZL,476,osl
c-o0000789-SLLHA300,o0000789,|AL×UŠ|,SLLHA,300,osl
c-o0027532-LAK516,o0027532,AL@s,LAK,516,osl
c-o0000095-LAK138,o0000095,ALAN,LAK,138,osl
c-o0000095-ABZL199,o0000095,ALAN,ABZL,199,osl
c-o0000095-BAU090,o0000095,ALAN,BAU,090,osl
c-o0000095-ELLES075,o0000095,ALAN,ELLES,075,osl
c-o0000095-HZL226,o0000095,ALAN,HZL,226,osl
c-o0000095-KWU291,o0000095,ALAN,KWU,291,osl
c-o0000095-MZL573,o0000095,ALAN,MZL,573,osl
c-o0000095-PTACE093,o0000095,ALAN,PTACE,093,osl
c-o0000095-RSP401,o0000095,ALAN,RSP,401,osl
c-o0000095-SLLHA358,o0000095,ALAN,SLLHA,358,osl
c-o0000096-ASY233,o0000096,ALEPH,ASY,233,osl
c-o0000096-HZL332,o0000096,ALEPH,HZL,332,osl
c-o0000096-MZL635,o0000096,ALEPH,MZL,635,osl
c-o0000096-SLLHA397,o0000096,ALEPH,SLLHA,397,osl
c-o0000096-SYA204,o0000096,ALEPH,SYA,204,osl
c-o0000097-LAK267,o0000097,AMAR,LAK,267,osl
c-o0000097-ASY255,o0000097,AMAR,ASY,255,osl
c-o0000097-ABZL367,o0000097,AMAR,ABZL,367,osl
c-o0000097-BAU146,o0000097,AMAR,BAU,146,osl
c-o0000097-ELLES152,o0000097,AMAR,ELLES,152,osl
c-o0000097-GCSL120,o0000097,AMAR,GCSL,120,osl
c-o0000097-HZL155,o0000097,AMAR,HZL,155,osl
c-o0000097-KWU571,o0000097,AMAR,KWU,571,osl
c-o0000097-MZL695,o0000097,AMAR,MZL,695,osl
c-o0000097-PTACE128,o0000097,AMAR,PTACE,128,osl
c-o0000097-RSP110,o0000097,AMAR,RSP,110,osl
c-o0000097-SLLHA437,o0000097,AMAR,SLLHA,437,osl
c-o0000097-SYA223,o0000097,AMAR,SYA,223,osl
c-o0027230-BAU146b,o0027230,|AMAR.AMAR|,BAU,146b,osl
c-o0032013-HZL276,o0032013,|AMAR×KU₃|,HZL,276,osl
c-o0032013-MZL697,o0032013,|AMAR×KU₃|,MZL,697,osl
c-o0000795-LAK268,o0000795,|AMAR×ŠE|,LAK,268,osl
c-o0000795-ABZL368,o0000795,|AMAR×ŠE|,ABZL,368,osl
c-o0000795-BAU146b,o0000795,|AMAR×ŠE|,BAU,146b,osl
c-o0000795-GCSL121,o0000795,|AMAR×ŠE|,GCSL,121,osl
c-o0000795-HZL156,o0000795,|AMAR×ŠE|,HZL,156,osl
c-o0000795-KWU572,o0000795,|AMAR×ŠE|,KWU,572,osl
c-o0000795-MZL696,o0000795,|AMAR×ŠE|,MZL,696,osl
c-o0000795-SLLHA438,o0000795,|AMAR×ŠE|,SLLHA,438,osl
c-o0000794-KWU573,o0000794,|AMAR×ŠE.AMAR×ŠE|,KWU,573,osl
c-o0000099-LAK008,o0000099,AN,LAK,008,osl
c-o0000099-ASY012,o0000099,AN,ASY,012,osl
c-o0000099-ABZL009,o0000099,AN,ABZL,009,osl
c-o0000099-BAU006,o0000099,AN,BAU,006,osl
c-o0000099-ELLES005,o0000099,AN,ELLES,005,osl
c-o0000099-GCSL004,o0000099,AN,GCSL,004,osl
c-o0000099-HZL008,o0000099,AN,HZL,008,osl
c-o0000099-KWU022,o0000099,AN,KWU,022,osl
c-o0000099-MZL010,o0000099,AN,MZL,010,osl
c-o0000099-PTACE007,o0000099,AN,PTACE,007,osl
c-o0000099-RSP080,o0000099,AN,RSP,080,osl
c-o0000099-SLLHA013,o0000099,AN,SLLHA,013,osl
c-o0000099-SYA012,o0000099,AN,SYA,012,osl
c-o0000642-LAK010,o0000642,|3×AN|,LAK,010,osl
c-o0000642-ASY095,o0000642,|3×AN|,ASY,095,osl
c-o0000642-ABZL010,o0000642,|3×AN|,ABZL,010,osl
c-o0000642-BAU008,o0000642,|3×AN|,BAU,008,osl
c-o0000642-ELLES006bis,o0000642,|3×AN|,ELLES,006bis,osl
c-o0000642-GCSL051,o0000642,|3×AN|,GCSL,051,osl
c-o0000642-KWU025,o0000642,|3×AN|,KWU,025,osl
c-o0000642-MZL247,o0000642,|3×AN|,MZL,247,osl
c-o0000642-PTACE009,o0000642,|3×AN|,PTACE,009,osl
c-o0000642-RSP082,o0000642,|3×AN|,RSP,082,osl
c-o0000642-SYA083,o0000642,|3×AN|,SYA,083,osl
c-o0000643-SLLHA165a,o0000643,|4×(AN.NAGA)|,SLLHA,165a,osl
c-o0000798-ASY014,o0000798,|AN.A.LAGAB×HAL|,ASY,014,osl
c-o0000866-RSP002,o0000866,|AŠ.AŠ|,RSP,002,osl
c-o0270205-LAK009-a,o0270205,|AN&AŠ&AN|,LAK,009^a,osl
c-o0002043-RSP099,o0002043,|MUŠ₃.ZA|,RSP,099,osl
c-o0000820-RSP083,o0000820,|AN.NA|,RSP,083,osl
c-o0000620-SLLHA165v,o0000620,|(AN.NAGA)@(AN.NAGA)|,SLLHA,165v,osl
c-o0002722-GCSL106,o0002722,|ŠE.NAGA|,GCSL,106,osl
c-o0000829-ASY013,o0000829,|AN.ŠEŠ.KI|,ASY,013,osl
c-o0000796-LAK009,o0000796,|AN&AN|,LAK,009,osl
c-o0000796-ASY094,o0000796,|AN&AN|,ASY,094,osl
c-o0000796-BAU007,o0000796,|AN&AN|,BAU,007,osl
c-o0000796-ELLES006,o0000796,|AN&AN|,ELLES,006,osl
c-o0000796-GCSL050,o0000796,|AN&AN|,GCSL,050,osl
c-o0000796-HZL100,o0000796,|AN&AN|,HZL,100,osl
c-o0000796-KWU023,o0000796,|AN&AN|,KWU,023,osl
c-o0000796-MZL246,o0000796,|AN&AN|,MZL,246,osl
c-o0000796-PTACE008,o0000796,|AN&AN|,PTACE,008,osl
c-o0000796-RSP081,o0000796,|AN&AN|,RSP,081,osl
c-o0000796-SLLHA129,o0000796,|AN&AN|,SLLHA,129,osl
c-o0000796-SYA082,o0000796,|AN&AN|,SYA,082,osl
c-o0000101-LAK253,o0000101,ANŠE,LAK,253,osl
c-o0000101-ABZL292,o0000101,ANŠE,ABZL,292,osl
c-o0000101-BAU161a,o0000101,ANŠE,BAU,161a,osl
c-o0000101-BAU161c,o0000101,ANŠE,BAU,161c,osl
c-o0000101-ELLES140,o0000101,ANŠE,ELLES,140,osl
c-o0000101-GCSL167,o0000101,ANŠE,GCSL,167,osl
c-o0000101-HZL302,o0000101,ANŠE,HZL,302,osl
c-o0000101-KWU460,o0000101,ANŠE,KWU,460,osl
c-o0000101-MZL353,o0000101,ANŠE,MZL,353,osl
c-o0000101-PTACE134,o0000101,ANŠE,PTACE,134,osl
c-o0000101-RSP466,o0000101,ANŠE,RSP,466,osl
c-o0000101-SLLHA208,o0000101,ANŠE,SLLHA,208,osl
c-o0000286-LAK240,o0000286,KIŠ,LAK,240,osl
c-o0000286-ASY247,o0000286,KIŠ,ASY,247,osl
c-o0000333-LAK239,o0000333,LAK239,LAK,239,osl
c-o0245336-GCSL119,o0245336,LAK240,GCSL,119,osl
c-o0025828-LAK248-a,o0025828,LAK248b,LAK,248^a,osl
c-o0001353-LAK255,o0001353,|GIR₃×PA|,LAK,255,osl
c-o0001353-ABZL292,o0001353,|GIR₃×PA|,ABZL,292,osl
c-o0245336-GCSL119-2,o0245336,LAK240,GCSL,119,osl
c-o0001495-LAK434,o0001495,|IGI.EŠ₂|,LAK,434,osl
c-o0001495-BAU244,o0001495,|IGI.EŠ₂|,BAU,244,osl
c-o0001495-PTACE204,o0001495,|IGI.EŠ₂|,PTACE,204,osl
c-o0021775-LAK254,o0021775,|ANŠE×SAL|,LAK,254,osl
c-o0000102-LAK128,o0000102,APIN,LAK,128,osl
c-o0000102-ASY028,o0000102,APIN,ASY,028,osl
c-o0000102-ABZL005,o0000102,APIN,ABZL,005,osl
c-o0000102-BAU075,o0000102,APIN,BAU,075,osl
c-o0000102-ELLES072,o0000102,APIN,ELLES,072,osl
c-o0000102-GCSL043,o0000102,APIN,GCSL,043,osl
c-o0000102-HZL009,o0000102,APIN,HZL,009,osl
c-o0000102-KWU071,o0000102,APIN,KWU,071,osl
c-o0000102-MZL090,o0000102,APIN,MZL,090,osl
c-o0000102-PTACE080,o0000102,APIN,PTACE,080,osl
c-o0000102-RSP307,o0000102,APIN,RSP,307,osl
c-o0000102-SLLHA056,o0000102,APIN,SLLHA,056,osl
c-o0000102-SYA023,o0000102,APIN,SYA,023,osl
c-o0000103-ABZL016,o0000103,ARAD,ABZL,016,osl
c-o0000103-BAU051,o0000103,ARAD,BAU,051,osl
c-o0000103-BAU053,o0000103,ARAD,BAU,053,osl
c-o0000103-ELLES035,o0000103,ARAD,ELLES,035,osl
c-o0000103-GCSL020,o0000103,ARAD,GCSL,020,osl
c-o0000103-HZL016,o0000103,ARAD,HZL,016,osl
c-o0000103-KWU090,o0000103,ARAD,KWU,090,osl
